ward_id,emis_power_co,emis_industry_co,emis_residential_co,emis_transport_co,emis_power_nox,emis_industry_nox,emis_residential_nox,emis_transport_nox,emis_power_pm25,emis_industry_pm25,emis_residential_pm25,emis_transport_pm25,emis_power_so2,emis_industry_so2,emis_residential_so2,emis_transport_so2,emis_total_pm25,emis_total_co,emis_total_so2,emis_total_nox
CANT_1,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_2,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_4,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_5,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_6,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_7,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_8,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
CANT_3,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_1,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_2,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_3,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_4,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_5,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_7,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_8,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_9,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
NDMC_6,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
80,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
81,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
82,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
83,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
85,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
108,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
109,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
11,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
117,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
118,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
119,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
120,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
133,22.8985,175.899,2702.12,333.063,34.3914,29.1039,61.4645,226.117,5.67047,25.9092,215.359,8.70306,42.3189,28.9515,111.119,0.250519,255.64173,3233.9805,182.639919,351.0768
134,405.298,24464.1,41054.5,1061.95,221.78,4047.79,883.271,658.949,3.13224,3603.47,3272.04,26.6803,0.985225,4026.59,1603.05,0.77878,6905.322539999999,66985.848,5631.404004999999,5811.789999999999
135,405.298,24464.1,41054.5,1061.95,221.78,4047.79,883.271,658.949,3.13224,3603.47,3272.04,26.6803,0.985225,4026.59,1603.05,0.77878,6905.322539999999,66985.848,5631.404004999999,5811.789999999999
140,22.8985,27599.9,8853.28,525.031,34.3914,4566.62,191.777,293.954,5.67047,4065.35,705.604,12.5177,42.3189,4542.71,347.887,0.37212,4789.14217,37001.109500000006,4933.28802,5086.7424
241,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
242,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
243,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
244,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
245,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
246,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
247,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
248,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
249,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
250,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
252,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
255,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
256,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
257,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
258,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
259,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
260,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
261,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
262,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
263,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
264,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
265,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
266,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
268,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
269,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
271,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
272,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
154,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
156,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
157,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
160,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
161,2148.26,18069.7,35733.6,2177.33,1353.21,3009.81,768.794,1124.97,61.2495,2593.24,2847.96,49.8556,348.707,3481.46,1395.29,1.50361,5552.3051,58128.89,5226.96061,6256.784000000001
162,2148.26,18069.7,35733.6,2177.33,1353.21,3009.81,768.794,1124.97,61.2495,2593.24,2847.96,49.8556,348.707,3481.46,1395.29,1.50361,5552.3051,58128.89,5226.96061,6256.784000000001
159,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
165,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
166,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
168,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
171,2148.26,18069.7,35733.6,2177.33,1353.21,3009.81,768.794,1124.97,61.2495,2593.24,2847.96,49.8556,348.707,3481.46,1395.29,1.50361,5552.3051,58128.89,5226.96061,6256.784000000001
180,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
181,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
182,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
183,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
184,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
185,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
187,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
188,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
189,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
190,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
191,2148.26,18069.7,35733.6,2177.33,1353.21,3009.81,768.794,1124.97,61.2495,2593.24,2847.96,49.8556,348.707,3481.46,1395.29,1.50361,5552.3051,58128.89,5226.96061,6256.784000000001
192,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
193,70.2222,56552.8,49628.1,2948.08,105.467,9357.13,1067.73,1075.98,17.3895,8330.01,3955.35,57.2499,129.778,9308.13,1937.82,1.83746,12359.9994,109199.2022,11377.56546,11606.306999999999
194,70.2222,56552.8,49628.1,2948.08,105.467,9357.13,1067.73,1075.98,17.3895,8330.01,3955.35,57.2499,129.778,9308.13,1937.82,1.83746,12359.9994,109199.2022,11377.56546,11606.306999999999
195,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
196,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
197,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
198,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
199,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
200,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
201,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
202,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
203,70.2222,32646.5,21249.4,2866.1,105.467,5401.64,457.173,1084.52,17.3895,4808.71,1693.58,56.2796,129.778,5373.35,829.725,1.79788,6575.9591,56832.2222,6334.650880000001,7048.799999999999
