ward_id,emis_power_co,emis_industry_co,emis_residential_co,emis_transport_co,emis_power_nox,emis_industry_nox,emis_residential_nox,emis_transport_nox,emis_power_pm25,emis_industry_pm25,emis_residential_pm25,emis_transport_pm25,emis_power_so2,emis_industry_so2,emis_residential_so2,emis_transport_so2,emis_total_pm25,emis_total_co,emis_total_so2,emis_total_nox
225,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
223,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
222,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
22,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
219,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
218,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
100,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
147,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
131,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
132,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
30,405.298,2530.0,16607.7,1010.24,221.78,418.609,359.406,338.923,3.13224,372.659,1323.63,18.8732,0.985225,416.417,652.015,0.615116,1718.2944400000001,20553.238,1070.0323409999999,1338.718
95,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
94,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
92,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
91,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
90,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
70,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
4,405.298,0.664883,1150.22,114.666,221.78,0.11001,27.3808,102.13,3.13224,0.0979347,91.6725,3.60537,0.985225,0.109434,49.3512,0.0981378,98.5080447,1670.848883,50.5439968,351.40081
3,405.298,24768.0,4851.16,512.741,221.78,4098.07,107.007,197.826,3.13224,3648.23,386.637,10.1551,0.985225,4076.61,193.865,0.323315,4048.15434,30537.199,4271.783539999999,4624.682999999999
26,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
2,35.1111,563.186,1252.57,207.626,52.7335,93.1837,29.1473,193.357,8.69473,82.955,99.8296,6.67453,64.8889,92.6957,52.6138,0.180436,198.15386,2058.4931,210.378836,368.42150000000004
9,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
8,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
6,405.298,0.664883,1150.22,114.666,221.78,0.11001,27.3808,102.13,3.13224,0.0979347,91.6725,3.60537,0.985225,0.109434,49.3512,0.0981378,98.5080447,1670.848883,50.5439968,351.40081
28,35.1111,1290.12,4792.09,538.251,52.7335,213.462,105.353,203.759,8.69473,190.03,381.928,10.5332,64.8889,212.344,190.913,0.336867,591.18593,6655.5721,468.48276699999997,575.3075
19,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
17,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
16,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
15,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
144,2148.26,13203.4,12309.6,2171.16,1353.21,2184.61,264.835,1336.79,61.2495,1944.8,981.071,54.6742,348.707,2173.17,480.651,1.59539,3041.7947,29832.420000000002,3004.1233899999997,5139.445
143,2148.26,13203.4,12309.6,2171.16,1353.21,2184.61,264.835,1336.79,61.2495,1944.8,981.071,54.6742,348.707,2173.17,480.651,1.59539,3041.7947,29832.420000000002,3004.1233899999997,5139.445
141,22.8985,13203.4,12309.6,2171.16,34.3914,2184.61,264.835,1336.79,5.67047,1944.8,981.071,54.6742,42.3189,2173.17,480.651,1.59539,2986.21567,27707.0585,2697.73529,3820.6264
14,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
13,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
12,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
10,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
101,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
102,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
105,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
110,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
111,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
112,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
148,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
23,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
31,405.298,2530.0,16607.7,1010.24,221.78,418.609,359.406,338.923,3.13224,372.659,1323.63,18.8732,0.985225,416.417,652.015,0.615116,1718.2944400000001,20553.238,1070.0323409999999,1338.718
34,405.298,2530.0,16607.7,1010.24,221.78,418.609,359.406,338.923,3.13224,372.659,1323.63,18.8732,0.985225,416.417,652.015,0.615116,1718.2944400000001,20553.238,1070.0323409999999,1338.718
39,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
49,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
18,405.298,24768.0,4851.16,512.741,221.78,4098.07,107.007,197.826,3.13224,3648.23,386.637,10.1551,0.985225,4076.61,193.865,0.323315,4048.15434,30537.199,4271.783539999999,4624.682999999999
254,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
139,405.298,24464.1,41054.5,1061.95,221.78,4047.79,883.271,658.949,3.13224,3603.47,3272.04,26.6803,0.985225,4026.59,1603.05,0.77878,6905.322539999999,66985.848,5631.404004999999,5811.789999999999
99,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
47,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
155,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
145,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
172,2148.26,13203.4,12309.6,2171.16,1353.21,2184.61,264.835,1336.79,61.2495,1944.8,981.071,54.6742,348.707,2173.17,480.651,1.59539,3041.7947,29832.420000000002,3004.1233899999997,5139.445
226,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
104,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
149,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
167,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
163,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
164,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
158,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
130,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
38,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
106,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
169,2148.26,18069.7,35733.6,2177.33,1353.21,3009.81,768.794,1124.97,61.2495,2593.24,2847.96,49.8556,348.707,3481.46,1395.29,1.50361,5552.3051,58128.89,5226.96061,6256.784000000001
1,35.1111,563.186,1252.57,207.626,52.7335,93.1837,29.1473,193.357,8.69473,82.955,99.8296,6.67453,64.8889,92.6957,52.6138,0.180436,198.15386,2058.4931,210.378836,368.42150000000004
5,405.298,0.664883,1150.22,114.666,221.78,0.11001,27.3808,102.13,3.13224,0.0979347,91.6725,3.60537,0.985225,0.109434,49.3512,0.0981378,98.5080447,1670.848883,50.5439968,351.40081
7,405.298,0.664883,1150.22,114.666,221.78,0.11001,27.3808,102.13,3.13224,0.0979347,91.6725,3.60537,0.985225,0.109434,49.3512,0.0981378,98.5080447,1670.848883,50.5439968,351.40081
220,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
224,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
221,2148.26,56552.8,49628.1,2948.08,1353.21,9357.13,1067.73,1075.98,61.2495,8330.01,3955.35,57.2499,348.707,9308.13,1937.82,1.83746,12403.859400000001,111277.24,11596.49446,12854.05
233,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
251,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
253,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
267,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
177,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
178,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
170,2148.26,18069.7,35733.6,2177.33,1353.21,3009.81,768.794,1124.97,61.2495,2593.24,2847.96,49.8556,348.707,3481.46,1395.29,1.50361,5552.3051,58128.89,5226.96061,6256.784000000001
186,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
179,70.2222,18069.7,35733.6,2177.33,105.467,3009.81,768.794,1124.97,17.3895,2593.24,2847.96,49.8556,129.778,3481.46,1395.29,1.50361,5508.4451,56050.8522,5008.03161,5009.041
205,70.2222,56552.8,49628.1,2948.08,105.467,9357.13,1067.73,1075.98,17.3895,8330.01,3955.35,57.2499,129.778,9308.13,1937.82,1.83746,12359.9994,109199.2022,11377.56546,11606.306999999999
138,405.298,24464.1,41054.5,1061.95,221.78,4047.79,883.271,658.949,3.13224,3603.47,3272.04,26.6803,0.985225,4026.59,1603.05,0.77878,6905.322539999999,66985.848,5631.404004999999,5811.789999999999
20,405.298,8156.35,38818.6,401.157,221.78,1349.53,835.43,381.819,3.13224,1201.4,3093.84,13.014,0.985225,1342.47,1516.19,0.350766,4311.386240000001,47781.405,2859.9959910000002,2788.5589999999997
121,405.298,24464.1,41054.5,1061.95,221.78,4047.79,883.271,658.949,3.13224,3603.47,3272.04,26.6803,0.985225,4026.59,1603.05,0.77878,6905.322539999999,66985.848,5631.404004999999,5811.789999999999
124,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
123,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
113,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
153,2148.26,21446.0,47898.5,1471.52,1353.21,3548.42,1030.52,1025.16,61.2495,3158.92,3817.5,39.3718,348.707,3529.84,1870.29,1.12527,7077.0413,72964.28000000001,5749.962269999999,6957.3099999999995
93,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
32,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
36,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
33,405.298,17386.3,29826.5,1812.61,221.78,2876.71,642.203,649.576,3.13224,2560.94,2377.17,34.9705,0.985225,2861.64,1165.47,1.1254,4976.21274,49430.708,4029.220625,4390.269
73,2148.26,8156.35,38818.6,401.157,1353.21,1349.53,835.43,381.819,61.2495,1201.4,3093.84,13.014,348.707,1342.47,1516.19,0.350766,4369.5035,49524.367,3207.717766,3919.9889999999996
107,405.298,17925.7,40620.2,1779.69,221.78,4134.9,873.926,1066.26,3.13224,2602.29,3237.42,43.9766,0.985225,3860.68,1586.09,1.29116,5886.81884,60730.888,5449.046385,6296.866
270,2148.26,3027.67,9814.29,127.166,1353.21,500.953,212.704,116.748,61.2495,445.964,782.197,4.05887,348.707,498.33,385.835,0.109968,1293.46937,15117.386,1232.981968,2183.6150000000002
142,2148.26,17925.7,40620.2,1779.69,1353.21,4134.9,873.926,1066.26,61.2495,2602.29,3237.42,43.9766,348.707,3860.68,1586.09,1.29116,5944.9361,62473.85,5796.76816,7428.296
